,restaurant,score,sentence,sentiment,polarity,positive,negative,neutral
195,Taft Street Restaurant & Bar,5,Friendly place with good food.,0.5375,0.55,1,0,1
196,Taft Street Restaurant & Bar,1,Not even 1 star,0.0,0.0,0,0,1
197,Taft Street Restaurant & Bar,5,Good food,0.7,0.6000000000000001,1,0,1
198,Taft Street Restaurant & Bar,5,Great food,0.8,0.75,1,0,1
199,Taft Street Restaurant & Bar,3,Not bad,0.3499999999999999,0.6666666666666666,0,0,1
200,Taft Street Restaurant & Bar,5,Very nice place to visit,0.78,1.0,1,0,1
201,Blueberry Hill,5,"Just wondered in off the street the sign pulled my attention.
Collectables all over, interesting aesthetic, not bad by any means, it was enjoyable to look around.
The bartender who made my drink had a pleasant energy.
Overall pretty good experience for just coming in to have a couple of drinks.",0.4333333333333333,0.6190476190476192,0,0,1
202,Blueberry Hill,3,"Went on a Friday night, knowing that it was going to be busy. And it was…very busy. Staff was decently friendly, and they were moving! Servers were running around trying to keep up. Kudos to them. The wait for the food was long, but again, it probably due to staffing issues. Ordered fried pickles (delicious), buffalo fries (amazing) fried cheese (meh) for our appetizers. The burgers we ordered were a little on the dry side, but ok. Best thing about the place was definitely the atmosphere. It’s fantastic!! Loved the decor and vibe of the restaurant.",0.33318452380952385,0.5625,0,0,1
203,Blueberry Hill,5,Always our go-to bar for some pitchers on a Thursday or Friday night. They also serve amazing toasted raviolis and their sandwiches are good too! Very friendly staff and lastly there are three dart boards where you will basically find college students hanging out and enjoying their drinks.,0.49250000000000005,0.5633333333333334,0,0,1
204,Blueberry Hill,1,"Wings were extremely dry and Service was horrible. Placed an order over the phone and asked if my meal came with fries and was told yes. Once I got to the restaurant and checked my meal, I noticed I didn’t have fries but more like chips. I let the server at the bar know my meal was incorrect and explained I should have fries (which I confirmed over the phone.)What he said to me was “we’ll it’s to late” for that since my meal was made and they where busy. The servers are more concerned with selling a drink to the customers at the bar vs the customers who place orders. I feel it’s not to late for anything if I’m paying my money and I haven’t left this establishment yet. I waited another 6 minutes for another worker to approach me and ask what I was waiting for. I informed her I was waiting on fries, she proceeded to tell me she could charge me which was unacceptable. After telling her I wanted a refund for everything because I did not appreciate the encounter and just overall experience she went ahead and corrected the item. While handing me my food there was no communication of “Sorry about that”, “here you go”, “have a nice night” ANYTHING as if I upset her. It definitely should not have gotten to that point but moving forward this will be my last time patronizing this establishment. The workers are not very friendly.",-0.01405982905982905,0.5367521367521367,0,1,1
205,Blueberry Hill,5,We didn’t eat or drink here we were walking by and noticed all of the interesting stuff on the wall and wondered in to take a look. Really neat place.,0.35,0.35,0,0,1
206,Blueberry Hill,5,"Had one of their famous hamburgers, onion rings and a salad. Food was great. I always enjoynthe atmosphere and the eclectic decorations.  Service was great as well.",0.7000000000000001,0.8333333333333334,1,0,1
207,Blueberry Hill,2,"Ive heard it was a cool place to check out for the 1st time, so much memorabilia on the walls and lots of toys and posters. When you walk in there is a sign that says SEAT YOURSELF. Which is odd cause we found some seats in the second room. Waited about 5 mins for someone to walk over asking if we needed menus.. Um yeah we just sat down. The menu is pretty average for a bar and grill. We ordered and about 15 mins later we got our food. The food was OK nothing special. We then sat there for 30 mins waiting for our server to even check on us, no drink refills or anything in that 30 mins. Finally we had to flag down our server to give us a check then it took another 10 mins to get our receipt. There was only about 4 other couples in the room it wasnt even busy. I dont know who runs this place but they need better servers and at least a HOST to seat people.  The Bathroom was nasty and smelled. I will not be going back there ever again.",0.010756056808688385,0.45916875522138684,0,0,1
208,Blueberry Hill,4,Got a burger and fries from the late night menu. The burger was good and the bartender mixed me up a really good drink. The only con? I saw a roach. 🥴,0.21999999999999997,0.6100000000000001,0,0,1
209,Blueberry Hill,4,They have darts!!! Good food and bands play here in their downstairs rooms.,0.7,0.6000000000000001,1,0,1
210,Blueberry Hill,1,"If I could leave less than one star, I absolutely would!! Two friends and myself went to eat here at Blueberry Hill yesterday (4/15/22) for lunch. We arrived at 12:50, sat at a table in the room with the dart boards, no one else was seated in the room except for a table with 2 women who were already eating their food, a male server immediately came to our table and took our drink order and food order, promptly came back with our drinks, and that was it….he never ever came back again with our food. The tables in our room began filling up with people, including 2 large parties. The server passed our table probably 20+ times without even looking at us while he waited on ALL the other tables, brought them their drinks, brought them their food, and continued to “clearly” ignore us. He never offered to refill our drinks, never apologized that our food was not out yet, and even after trying to get his attention several times, he still ignored us. Finally after 1 hour and 10 minutes, we were able to stop a female worker to ask her where our food was and could we speak with the manager. She was not kind at all and made it very clear that she could care less, informed us that our server was the manager, and simply walked away. We said that was it, got up and began walking out. As we passed our server/manager while walking out, we told him that we were leaving, and he didn’t even say he was sorry….nothing at all to try and make it better. And the only thing we ordered was 2 soups, an order of onion rings, and one hamburger….nothing that would take near an hour and 10 minutes!!!!!! Worst service I have ever encountered in a restaurant!! 😡",0.018996105375744053,0.4383690476190476,0,0,1
211,Blueberry Hill,5,"The fish and chips tasted fresh! The Cheddar Cheese Balls were not what I expected... but were definitely great! They melt in the mouth after a bite.

The ""Just Drink it"" option for cocktails is nice for the indecisive.",0.46875,0.6625,0,0,1
212,Blueberry Hill,5,I went there today for the first time and my service I received was great I really did enjoy myself and the foot was delicious and fresh. My choice of beverage wasn’t that well yet the bartender she was on point and very sweet I will definitely be back.,0.425625,0.5160416666666666,0,0,1
213,Blueberry Hill,5,The Cowboyburget is one of the best burgers I've ever had. Actually incredible!,1.0,0.6,1,0,1
214,Blueberry Hill,5,"I brought a new-to-town friend to Blueberry Hill today, and I don’t think I could have picked a better spot for our lunch outing. There’s nothing groundbreaking I can say here because there are plenty of lovely reviews and photos, so you already know you need to plan a visit; I just wanted to leave a review about mine today. The atmosphere here is, as always, so cool and fun, there are games to play, cases full of memorabilia to look at, awesome magazine covers adorning the walls, and the menu has a good variety of options fit for most appetites. Today, I got extra lucky because the fabulous energy flowing from our server made our lunch one of the best I’ve ever had, and that’s why I came here to leave my first ever review of this super cool spot. I recommend a lunch date because it’s nice and quiet with no waiting, and the food and atmosphere are just as good when the sun’s out!",0.46008771929824566,0.5771929824561404,0,0,1
215,Blueberry Hill,4,Cool vibe and great games to play while eating and drinking. A couple of pinball games or a game of darts to make it fun.  I had the famous burger. Pretty good. Staff seemed very helpful and friendly. This was a cool stop for us.,0.3425,0.605,0,0,1
216,Blueberry Hill,1,"We arrived at 5:20, on a Saturday night, were seated promptly but didn’t get our food until 7:40. It took over 2 hours to get our food, with no mention from the waitress during that time that it would take so long. The chicken noodle soup that was suppose to be award winning tasted like it had been sitting for several days. I will admit, the burger was fantastic, but other than that it was spotty. I wanted this to be a lot better than it was. I felt bad for our waitress, we tried to be as nice as possible. It didn’t seem overly busy either, very diss appointed.",0.06875000000000002,0.5951388888888889,0,0,1
217,Blueberry Hill,1,"Tried to get lunch here today.  Ordered toasted ravioli appetizer upon sitting down, as well as burgers.  Twenty-five minutes later, still no sign of even appetizers.  We asked for our check, wanting to pay for our drinks and leave, telling them we were going elsewhere.  The ravioli then appeared.  I asked to speak to a manager and was refused.  The server assured me he could help me.  I told him he should comp the ravioli, or the drinks, or something.  The restaurant was half empty after all.  Terrible service for a Saturday lunchtime.  He refused.  So I never actually spoke to a manager.  I did talk to the bartender on the way out and he assured me he'd pass along my issues.  Anyway, we wanted to have a nice meal, instead left in a bad mood.  Definitely won't be going back.  Hopefully I can save you the trouble too.  They are SUPER slow.  And have no qualms about it.  No recourse for customers.  Just pay and leave.  So we spent 25.00 for a couple sodas, a cocktail, and some toasted ravioli that honestly tasted like they could have come out of my toaster oven, and really horrendous service.  I've never had a server refuse to let me speak to a manager.  The bartender was a nice guy at least.  Oh well.

Edit in response to owner comment: Our server was a light skinned black male, short in height, medium length curly hair.  He was very nice, but frankly seemed lost and clueless on the floor.  Moving slowly and without purpose.  The waiter I flagged down and asked about a manager was a skinny blond kid.  He was very dismissive of my concerns. (I did see a few waiters, a young lady, and two gentlemen who looked to be a bit older (thirty maybe?) than the rest, who were all hustling).  The bartender was friendly and apologetic.  We sat at a booth table right by where the food comes out.  Hope this is helpful.",0.024883432539682532,0.42125496031746046,0,0,1
218,Blueberry Hill,5,You HAVE to experience Blueberry Hill at least once in your lifetime if not more.  The iconic collection s of collection s will have you running down every memory lane possible.  Not to mention the food is absolutely delicious 😋 and music! And darts and lots of interesting spaces. A family affair a love affair or just a cool place to chill with local legends ⭐  Let's just say. Win win winner.,0.31203703703703706,0.5199074074074075,0,0,1
219,Blueberry Hill,3,"My wife and I were in town for a conference and decided to eat here on our last night in town.

The good: cool atmosphere, lots of memorabilia.

The bad: it was Saturday night, but they were not super busy. Server was friendly but seemed like he was mentality done for the day. They didn't appear the be understaffed, but maybe they are? Ordered salad and a French dip w/ rings. Wife ordered a burger. After 2 rounds of drinks are food finally showed up, about 30-45min. Received my salad and food at the same time. Food was ""warm"" at best and had clearly Sat for a bit. Ate my salad, which was good. But the French dip was bland and the dip was watery. My wife said her burger was just Ok.

Food was avarage at best, but giving benefit of a doubt that this was just a bad night.

If I lived in the area I'd give it another shot, but being from out of town, I wish I'd had gone elsewhere.",0.17731481481481484,0.45879629629629615,0,0,1
220,Blueberry Hill,5,Very cool place! Burger and fries always a plus!,0.7109375,0.8450000000000001,1,0,1
221,Blueberry Hill,5,Def a legendary place in Saint Louis. Love the dart leagues and food is excellent! Always a super cool staff as well! I also want to add it's nice to find a bar where they actually pour ya a real drink!,0.5151041666666667,0.6645833333333332,1,0,1
222,Blueberry Hill,1,"I will NEVER ..support or eat at this establishment again! I was told upon entering that the kitchen closes at 12 which was fine. However I stood at the bar for over 10 min and was not once ever  acknowledged by any bartender. Finally one of the workers came, apologized,  and proceeded to take my order. Coincidentally right after my order was taken the VERY busy bartender attended to someone that came right after me with no problem.",0.2236190476190476,0.5922857142857143,0,0,1
223,Blueberry Hill,5,"We came late night for dinner. The burgers were AMAZING. We also ordered hot wings and onion rings. Soooo good. Everything was freshly made and everyone was super nice. They didn't have table service, but the wait was well worth it. I'll be back for sure!",0.3408333333333333,0.6105555555555556,0,0,1
224,Blueberry Hill,4,"You'll find your thrill here in food, atmosphere,  and service. This aging landmark shows its wear and sadly neglected bathrooms.",-0.5,1.0,0,1,1
225,Blueberry Hill,3,"I was part of a group that called ahead to ask if they could accommodate a large group. The room had others seated in that area, and they were aware prior to our arrival. I did not get all of my order, totally unorganized. Some of the food was just mediocre. I would not recommend. 😐",-0.00714285714285714,0.48571428571428577,0,1,1
226,Blueberry Hill,5,It's what you would expect from a great st louis bar and grill. To top it off the history of the place with all the pictures of the countless famous people that visited for the past to current is impressive. I just wish I seen a show when Chuck berry was apart of the place. This place is great... great food drinks and history. If you want to see a part of st louis history and have fun especially with someone from out of town come here it won't disappoint.,0.4045454545454545,0.6454545454545455,0,0,1
227,Blueberry Hill,5,Went to a show with the kids. Great venue for more a intimate experience with the band! There's a two dollar charge for minors. They supplied water for those who weren't drinking alcohol.,0.5166666666666667,0.6166666666666667,1,0,1
228,Blueberry Hill,3,"Food was above average for American style.  Both my date and I got a burger fries and onion rings.  Half way through my burger,  I noticed the paper which the cheese comes from the deli was in my sandwich,  a good 2"" by 2"" square.  I alerted the server and although he was mildly  apologetic and offered no minor refund for my dish.  I was turned off from eating the rest of my sandwich. The server (Scottie) was mediocre with not much of a personality but did have manners and was attentive.",0.05416666666666666,0.40666666666666673,0,0,1
229,Blueberry Hill,1,"First time ever visiting. Was recommended by a friend a few years ago and had always wanted to visit because it seemed like so much fun. Was literally belittled by a specific bartender, who i will not call out at this time...she made fun of what I was wearing when I first walked in, we got a different bartender when we first came in after that and we ordered drinks she did a great job no complaints. We came back after a show to get some food and drinks, drinks were fine, we were ignored for half an hour while standing in the exact spot as earlier to order food, finally when the waitress I mentioned before as belittling me decided to pay attention to us she reluctantly gave us menus and said we needed to step one foot to the right to order food. So with her demeanor we decided nevermind on the food and we would go play some of the games they have in the place which were fun. We waited half an hour to finally cash out our check and the same bartender who had given me issues before came over and told me that I needed to wait my turn and she wasn't speaking to me. I was literally at the bar to pay my bill, with no one in front of me. Talk about rude service. I have never been humiliated and talked down to as much as I had at this restaurant and it's unfortunate because my husband and I were really excited to go. I will never go back.",0.09571123321123323,0.3945360195360195,0,0,1
230,Blueberry Hill,1,"When there on Saturday, the service was the worst I have ever gotten.  45 minutes after placing our food order, the teenage girl who delivered our food gave it to the couple who sat down 10 minutes earlier.  Regardless what out waitress Emily says, the order was exactly what we ordered all the way down to the  Pepperjack Cheese on the burger.  When challenged, Emily said it was theirs.  After another 45 minutes of waiting we still have not gotten our meal, she kept saying ""Their working on it"".  Don't know what's worse the service or the fact that, that couple ate our food knowing it was not theirs.  I will never eat here again and suggest others do the same.  Its not what it once was.

After almost 2 hours, we left, went down the street to the diner, placed an order for two cheese burgers, 6 minutes later we were eating.",-0.146969696969697,0.3037878787878788,0,1,1
231,Blueberry Hill,5,"My Partner and I had dinner at Blueberry Hill over the weekend. I had been here maybe 2-3 times before over the years, but every time I come I always in awe of the place. There's all types of memorabilia kept in glass cases throughout the restaurant. From old Barbie to Simpsons items...just all types of toys and items for the big kid in all of us. Then there's big taxidermy animals hung up on the walls throughout including a lion standing up that you can see from the outside window.  Other places on the wall has pictures and album covers from some people/bands I've heard of, but some I hadn't. I just love the ambiance of Blueberry Hill then to have great music playing over the speakers what more can you ask for. This is too cool for you not to visit.

We had dinner and I included pictures of that as well. I had the fish and chips and they were good. I was definitely full upon leaving here as was my partner. Upon entry, you have to have a mask on. They also do contact tracing where they have you sign your name and number on a form just in case anyone tests positive for covid-19 they'll be able to contact everyone in the restaurant on that day/time. I thought that was a good thing.

The establishment seemed clean to us and had partitions to separate the booths. Parts of the restaurant were closed as well. We seated ourselves and was immediately greeted by the waitress who was very cordial.  This establishment has street parking, but we had to park about a block down as Delmar Loop area is always busy and parking can be crazy at times. The establishment is wheelchair accessible as well.

Go and enjoy, but make it a family night as the kids will love to look at all the fun stuff around the restaurant while asking you questions about it.

#Tonetta #speakyourtruth",0.24951599326599327,0.4378893097643097,0,0,1
232,Blueberry Hill,1,"Service was horrible today. Our appetizer came out quickly and then the waiter took our order. It was then almost 2 hours before our orders came out. When we went to find out why there was such a delay, we find that our waiter had dropped the tray and they were remaking 1/2 the order. Whe. It finally came out half the food was Luke warm and the other half was scorching hot. As we we leaving there was no adjustment to make the 2 hour wait less painful, but the 18% gratuity was for sure on there.

We will definitely NOT be returning or recommending to anyone.",-0.04935897435897436,0.577991452991453,0,1,1
233,Blueberry Hill,5,That western burger is so good! Plus the Buffalo fries I always get the large order because the small ones just won't do it! The owner is also adult fellow congratulations to you all's 50th anniversary!,0.18035714285714283,0.34571428571428575,0,0,1
234,Blueberry Hill,3,"Do not eat here. It takes forever and is fairly expensive, even for the loop. Can't say my burger was bad though, so if you don't mind the wait and are having a couple of drinks with food I can see the positives of this spot.",-0.5999999999999999,0.6833333333333333,0,1,1
235,Blueberry Hill,4,We went there because they are in our Pub Pass for St. Louis. We bellied up to the bar. Had our two beers and left. Did not feel comfortable with anyone sitting at the bar with us.  Bartender was friendly.,0.25833333333333336,0.43333333333333335,0,0,1
236,Blueberry Hill,5,drank some water here while watching a show and it absolutely slapped. checked with my friends and they all felt the same way like... we could not get enough of that stuff. if i could buy the water at this restaurant en masse i would do it immediately. staff was also very kind and helpful. will be returning for sure.,0.296,0.6827777777777777,0,0,1
237,Blueberry Hill,5,"This place was awesome! The bartender Ainsley was awesome,  she made some amazing drinks for a really great price. I would recommend this place if your looking for a nice place to have some good drinks, socialize, listen to music and overall just have fun! The service was amazing! Definitely going back when we visit Missouri again!",0.5295454545454545,0.6227272727272728,1,0,1
238,Blueberry Hill,1,"Extremely long wait time to get food. Order took 50 mins to make. A grilled cheese and Buffalo shrimp. I was even more upset when I got Buffalo chips so it wasn’t even what I ordered. The cook said he was just following the ticket, which meant the bartender took the order down wrong. I asked for to go boxes and he was extremely rude about it.
Really disappointing",-0.15793650793650796,0.4984126984126984,0,1,1
239,Blueberry Hill,5,Great dining experience for my 1st visit here!,1.0,0.75,1,0,1
240,Blueberry Hill,4,Burger was ok but atmosphere was great for our large group. Loved the pretzel appetizers. Fun and cool memorabilia,0.4773809523809524,0.5547619047619048,0,0,1
241,Blueberry Hill,4,"Nice place with friendly staff, good food and cold local beer! Parking was a pain on Saturday afternoon but overall positive experience!",0.19415584415584414,0.5207792207792208,0,0,1
242,Blueberry Hill,5,"This place has some of the most friendly bartenders in St Louis. The staff is friendly. The bartenders know how to make a variety of drinks without shorting you on the alcohol that you pay for.
This place also has concerts from time to time.",0.4166666666666667,0.5,0,0,1
243,Blueberry Hill,2,I love the atmosphere of Blueberry Hill. The ppl are nice and the food is good. However the service is terrible. We went on a Saturday but it was a pretty light crowd. It took about 20 mins for the server to come to the table. We were there an hour and 15 mins before we ever got our food.,0.2416666666666667,0.8166666666666668,0,0,1
244,Blueberry Hill,2,Food was good what we got of it the waiter wasn't really that good. Place was not that busy and was there for an hour from the time we ordered our food till we got it. Lots of hype for another hole in the wall restaurant.,0.425,0.42500000000000004,0,0,1
245,Blueberry Hill,4,Great atmosphere and decor. The burgers were good but needed a little more seasoning. The onion rings were delicious!,0.5625,0.67,1,0,1
246,Blueberry Hill,4,"Fun bar with great food and music, very busy place. Endless  rock memorabilia to check out. Great place to spend the night out.",0.381,0.568,0,0,1
247,Blueberry Hill,5,"Great food!  Have plenty of time to explore the memorabilia, you will want to visit again.  Patio dining available.",0.7,0.575,1,0,1
248,Blueberry Hill,2,"I don't know what the point of the ""rooms"" are. The game specifically designated inside of the rooms (ex: Pac Man Room etc,) still cost to play on top of what you're charged for renting the room for the hour. 50 cents per 2 lives. Needless to say it's a cash grab. Food is good! The pricing for the games is annoying. Go to a legit arcade.",-0.06500000000000002,0.6799999999999999,0,1,1
249,Blueberry Hill,4,I had the vegetarian options and they were good. My friends got wound wings shrimp and fries. It all tasted good.,0.7,0.6000000000000001,1,0,1
250,Blueberry Hill,2,"I really like this place for the fun, historic atmosphere but that's about it.

The menu and the food are pathetic. I would maybe stop in for a drink but come on Joe, we know you're more creative. Do something about your menu and the food quality.  The pulled pork sandwich and sides were really rough and stayed with me all day as a reminder.

Most of the people working here don't seem to thrilled about what they're doing either. This place needs a shot of adrenaline in the arm. Wake up!

If it wasn't for the atmosphere there would be no reason to come in.",0.18333333333333332,0.5,0,0,1
251,John D. McGurk's Irish Pub and Garden,5,"Wonderful environment and fantastic food. Staff very polite and on top of things for the most part. My only complaint would be the woman's bathroom never got a refill of soap or paper towels while my friends and I were there after over and hour when one of us went back there again.

That being said, I still highly recommend this place and don't blame the serves for not being able to attend to the restrooms properly due to how busy they were.

I love the fact that the band was from Ireland and the experience was one I will never forget. The food tasted amazing and the drinks were wonderful as well. I loved the atmosphere and will for sure be returning in the future. 😁",0.3463888888888889,0.5863271604938272,0,0,1
252,John D. McGurk's Irish Pub and Garden,4,"Love the environment and live Irish music was great. Food was okay - bangers and mash are kind of bland, but sauce is what makes it. I don't like mustard, but the sauce was pretty good. Wait staff was great. Prices are a little high, but unique cuisine that is a must try.",0.3436305361305362,0.6517948717948717,0,0,1
253,John D. McGurk's Irish Pub and Garden,5,"Fun place with a strong Irish culture.  The food and music all reflect the people of Ireland.  Great selection of Irish food.  Waiter was excellent.  McGurks is located in Soulard.  There is a parking lot one block west on Russel, which is wonderful.

Only negative was how loud it was in there.  My app on phone measured an 85 which is pretty uncomfortable.",0.2569444444444445,0.6569444444444444,0,0,1
254,John D. McGurk's Irish Pub and Garden,5,"Great place to eat and drink with friends. We went here for our company team building dinner. It looks deceivingly small from the outside but there is a ton of indoor and outdoor seating.

In the back of the building is a big area that is rented and heated with a cool coy pond water feature.

I ordered the pretzel bite, bacon wrapped shrimp, and onion ring appetizers as well as the herb salmon. All the food was really good. Much better than I’d expect from a place with “pub” in the name.

Would definitely return again.",0.23333333333333334,0.3944444444444445,0,0,1
255,John D. McGurk's Irish Pub and Garden,5,The food and atmosphere was amazing! Travelled from New Orleans and my besties who live in St. Louis suggested it and we will be back!,0.25568181818181823,0.4636363636363636,0,0,1
256,John D. McGurk's Irish Pub and Garden,5,Great Irish pub. Often live music. Best Rubin ever. Spinach artichoke dip is amazing. Beer? YES!,0.5372727272727273,0.49000000000000005,1,0,1
257,John D. McGurk's Irish Pub and Garden,3,"I've been coming to McGurk's since the 80's. It's a St. Louis landmark. Gorgeous patio & inside has beautiful craftsman style historic woodwork. I would recommend only coming here for drinks & music though. The food used to be really good, but it seems to have gone downhill unfortunately. I understand the labor shortage & have been in the industry for almost 30 years, so I know how hard it is to find good help. But you really need to change your fryer oil more often. Maybe it gets changed on Mondays & we just happened to be there on Sunday after a busy weekend, but the fish & chips & chicken tenders were inedible. My daughter ordered the filet medium rare, it came out medium well & it was not the texture of quality meat. My other daughter said her turkey sandwich was good. Potato skins were ok, potato soup was not. Our server was wonderful & attentive as were the hosts & I still love the vibe at McGurk's. We didn't complain about our meal to our server because honestly, anything that came out of that fryer was going to be gross & I'm not looking to get anything comped.",0.2968253968253968,0.6365079365079366,0,0,1
258,John D. McGurk's Irish Pub and Garden,5,"McGurk's is the best Irish Pub in Soulard! I had the fish and chip's and it was excellent. The homemade chip's were delicious and the tartar sauce was perfect. The atmosphere reminded me of the many Irish pubs I went to in Europe. They always have top notch band's and their patio is huge, probably the best in St. Louis.",0.64,0.55,1,0,1
259,John D. McGurk's Irish Pub and Garden,5,Nice choice of beers and good food in a garden environment. I enjoyed a Cesars salad with a local IPA. Nice and friendly waitress and quick service. Recommend,0.4440476190476191,0.6142857142857142,0,0,1
260,John D. McGurk's Irish Pub and Garden,5,Service was fast and friendly. the outside area is super cute. Food was average. I thought being an Irish pub they’d make their own beer cheese for the pretzels but it was your average nacho cheese dip. Chicken sandwich was a little tough but was good. We had a large group and some others food looked good I’ll give it another try.,0.1430820105820106,0.5685714285714286,0,0,1
261,John D. McGurk's Irish Pub and Garden,5,"Very charming Irish spot. The menu has something for everyone. The whiskey and beer selections are great! Beautiful atmosphere with amazing brickwork, wooden pew style booths and patio. Highly recommend stopping by to experience this one of a kind spot in the St. Louis area!",0.53375,0.63625,1,0,1
262,John D. McGurk's Irish Pub and Garden,5,You have to visit this amazing pub it has so much history and I loved the live music.,0.40909090909090906,0.6000000000000001,0,0,1
263,John D. McGurk's Irish Pub and Garden,5,"Great atmosphere, this was a surprisingly beautiful Irish bar. The bar tenders were very nice and friendly, we enjoyed our visit.",0.5508333333333333,0.6583333333333333,1,0,1
264,John D. McGurk's Irish Pub and Garden,4,Guinness is served too cold and the Bangers and Mash don't have any onions in the gravy but other rhan that it was nice.,-0.041666666666666664,0.7916666666666666,0,1,1
265,John D. McGurk's Irish Pub and Garden,5,"Been going to this place for years. It covers all the bases. Good food, good drinks, great atmosphere. A very nice patio/garden area that doubles as a fire pit in the colder months. I highly recommend you give this place a try if you haven't.",0.6280000000000001,0.6980000000000001,1,0,1
266,John D. McGurk's Irish Pub and Garden,5,"I had a lovely time with my lover. She had a hankering for Fish and Chips they are by far the best she has had according to her.  I chose to get the corned beef sandwich it was very delicious. We also had a few drinks.  Sadly my friend ""Pancake face""  could not join us being he was in another state. so he was there is sprit on my shirt. There will be no truce.",0.31666666666666665,0.6916666666666668,0,0,1
267,John D. McGurk's Irish Pub and Garden,2,Came in to have a few drinks and appetizer and service was poor. Not even too busy on a Friday afternoon. Person working bar just talking to coworkers and doing anything but trying to serve. Have to flag them down after 10+ mins of empty glass sitting right in front of them. Patio service and food seems nice.,0.018594104308390005,0.4749433106575964,0,0,1
268,John D. McGurk's Irish Pub and Garden,5,"This is a fun place to experience some good Irish food, drinks and music.  Nice outdoor area for patio dining.   Big bar areas.  Friendly staff and fast service.   Really enjoyed our time here!",0.35000000000000003,0.4625,0,0,1
269,John D. McGurk's Irish Pub and Garden,1,"Happened a while ago, but honestly I was burnt to a crisp, and thought it pertinent to share.

I reserved a front-row table for live music for my now-wife and I's 3-year anniversary. We arrived 15 minutes early, and were excited because we were both recently 21; due to that, we were put to the side of the line and a manager requested to double check our IDs (which were totally valid) - and the host immediately gave away our reservation to the next couple in line. When they returned, I mentioned that was the table were we waiting to be seated at, I was ignored. The manager came over, checked our IDs, confirmed all was in order...and said that all seating *within vision* of the stage was taken.

Needless to say, we'll never be back.",0.10303030303030303,0.4993055555555556,0,0,1
270,John D. McGurk's Irish Pub and Garden,5,Great Irish bar. Guinness is poured properly and the live entertainment is fantastic.,0.2672727272727273,0.45,0,0,1
271,John D. McGurk's Irish Pub and Garden,5,"John D. McGurk's is Stevie & the Dahls favorite Irish Pub. Great staff, food, & atmosphere. The Garden area is fabulous. The food is so good you will have a hard time deciding what to order. We recommend our favorite, a pint of Guinness & a Ruben Sandwich.
Live entertainment, tv's & a large 🍺 beer selection makes this a perfect spot to hang out.
CHEERS!! 🎸 🎶 🍻",0.39589826839826847,0.6820238095238096,0,0,1
272,John D. McGurk's Irish Pub and Garden,5,We recently had our rehearsal dinner at McGurk's and it was amazing! The staff was so accommodating to keep our event private on a busy Thursday evening. The food was delicious and the bartenders were so friendly. Would recommend for a private event!,0.3178571428571429,0.5285714285714286,0,0,1
273,John D. McGurk's Irish Pub and Garden,5,"Just love the atmosphere here, no matter where you are at, the inside or on their beautiful patio, it's a treat. Food is okay, but the bands, beer and atmosphere more than make up for it!",0.61875,0.65,1,0,1
274,John D. McGurk's Irish Pub and Garden,4,"The service was wonderful! Great band! However, the older bartender at the main inside bar was so rude! I’m fact he was so rude to me, we closed our tab and left! If you aren’t about customer service then get out of the biz!",0.1947916666666666,0.4645833333333334,0,0,1
275,John D. McGurk's Irish Pub and Garden,4,"Excellent response to COVID measures! Still could have our fish and chips this Lenten season. Things will be better when it’s warmer out. Know that if you order a Black and Tan/Half and Half, they won’t keep the Guinness/Harp distinct and pretty, it’s just together.
Anyway, we were blessed by live music as well! You can’t beat their (I believe) homemade tartar sauce either!",0.27567640692640694,0.5571428571428572,0,0,1
276,John D. McGurk's Irish Pub and Garden,5,"Fantastic atmosphere,  amazing waitresses and the food was scrumptious, I had an old fashioned as well and it was spot on they use makers mark whiskey so you know it was good an mixed perfectly.",0.4666666666666666,0.6416666666666667,0,0,1
277,John D. McGurk's Irish Pub and Garden,3,"Lots of patrons with questionable ages after 11pm (under 21 for sure), very loud, but a beautiful patio. Probably won't go there more than twice a year, but clearly it is a Soulard establishment.",0.26333333333333336,0.7953703703703704,0,0,1
278,John D. McGurk's Irish Pub and Garden,5,"Great local Irish Pub! Enjoyed a delicious local  City Wide IPA from 4 hands brewing and ordered the recommend stuff chicken which was amazing - glad I listened! The outdoor area was also very impressive with a huge garden area, outdoor bar, pond with large goldfish - I can see why this place is so popular! Cant wait to return.",0.3706632653061224,0.6377551020408163,0,0,1
279,John D. McGurk's Irish Pub and Garden,2,"What bar charges for a slice cheese on a burger? Even worse, what bar charges $1.25 per a slice of cheese. This is Criminal. This isn't Soviet Russia. I can understand charging for bacon 🥓, but free cheese is the standard in Restraunts & bars across America. Does anyone have any counter points against this?",-0.1,0.4875,0,1,1
280,John D. McGurk's Irish Pub and Garden,5,"I love this pub!  Great food and atmosphere, and the house ale is really good!  I recommend the corned beef and bangers and mash!  If Irish pubs are your thing you can’t go wrong here!",0.36,0.5700000000000001,0,0,1
281,John D. McGurk's Irish Pub and Garden,4,The atmosphere was beautiful. Why I gave it four stars because our food was cold. Which made the salmon rubbery and disgusting.,-0.25,1.0,0,1,1
282,John D. McGurk's Irish Pub and Garden,5,"Nice interior dining and good food, but the back garden is absolutely the best in St. Louis -- so that alone pushes this place to 5 stars. In the spring it simply cannot be beat. There is plenty of seating, so even at peak times you can be seated quickly. If you are only in the mood for a drink, the bar is shaded and has great views too.",0.40370370370370373,0.6007936507936508,0,0,1
